id,country,university
9022,US,University of Wisconsin - Green Bay
9023,US,University of Wisconsin - La Crosse
9024,US,University of Wisconsin - Madison
9025,US,University of Wisconsin - Milwaukee
9026,US,University of Wisconsin - Oshkosh
9027,US,University of Wisconsin - Parkside
9028,US,University of Wisconsin - Platteville
9029,US,University of Wisconsin - River Falls
9030,US,University of Wisconsin - Stevens Point
9031,US,University of Wisconsin - Stout
9032,US,University of Wisconsin - Superior
9033,US,University of Wisconsin - Whitewater
9034,US,University of Wyoming
9035,US,Upper Iowa University
9036,US,Urbana University
9037,US,Ursinus College
9038,US,Ursuline College
9039,US,Utah State University
9040,US,Utah Valley State College
9041,US,Utica College
9042,US,Valdosta State University
9043,US,Valley City State University
9044,US,Valley Forge Christian College
9045,US,Valparaiso University
9046,US,Vanderbilt University
9047,US,VanderCook College of Music
9048,US,Vanguard University of Southern California
9049,US,Vassar College
9050,US,Vennard College
9051,US,Vermont Law School
9052,US,Vermont Technical College
9053,US,Villa Julie College
9054,US,Villanova University
9055,US,Virginia College
9056,US,Virginia Commonwealth University
9057,US,Virginia Intermont College
9058,US,Virginia International University
9059,US,Virginia Military Institute
9060,US,Virginia Polytechnic Institute and State University (Virginia Tech)
9061,US,Virginia State University
9062,US,Virginia Union University
9063,US,Virginia Wesleyan College
9064,US,Viterbo College
9065,US,Voorhees College
9066,US,Wabash College
9067,US,Wagner College
9068,US,Wake Forest University
9069,US,Walden University
9070,US,Walla Walla College
9071,US,Walsh College of Accountancy and Business Administration
9072,US,Walsh University
9073,US,Warner Pacific College
9074,US,Warner Southern College
9075,US,Warren Wilson College
9076,US,Wartburg College
9077,US,Washburn University
9078,US,Washington and Lee University
9079,US,Washington Bible College
9080,US,Washington College
9081,US,Washington State University
9082,US,"Washington State University, Spokane"
9083,US,"Washington State University, Tri-Cities"
9084,US,"Washington State University, Vancouver"
9085,US,Washington University in St. Louis
9086,US,Wayland Baptist University
9087,US,Waynesburg College
9088,US,Wayne State College
9089,US,Wayne State University
9090,US,Webber College
9091,US,Webb Institute
9092,US,Weber State University
9093,US,Webster University
9094,US,Webster University North Florida
9095,US,Weill Medical College of Cornell University
9096,US,Wellesley College
9097,US,Wells College
9098,US,Wentworth Institute of Technology
9099,US,Wesleyan College
9100,US,Wesleyan University
9101,US,Wesley College
9102,US,Wesley College Mississippi
9103,US,Westbrook University
9104,US,West Chester University of Pennsylvania
9105,US,West Coast University
9106,US,Western Baptist College
9107,US,Western Bible College
9108,US,Western Carolina University
9109,US,Western Connecticut State University
9110,US,Western Governors University
9111,US,Western Illinois University
9112,US,Western International University
9113,US,Western Kentucky University
9114,US,Western Maryland College
9115,US,Western Michigan University
9116,US,Western New England College
9117,US,Western New Mexico University
9118,US,Western Oregon University
9119,US,Western State College
9120,US,Western States Chiropractic College
9121,US,Western State University College of Law
9122,US,Western State University College of Law - Orange County
9123,US,Western Washington University
9124,US,Westfield State College
9125,US,West Liberty State College
9126,US,Westminster College Fulton
9127,US,Westminster College New Wilmington
9128,US,Westminster College of Salt Lake City
9129,US,Westmont College
9130,US,West Suburban College of Nursing
9131,US,West Texas A&M University
9132,US,West Virginia School of Osteopathic Medicine
9133,US,West Virginia State College
9134,US,West Virginia University
9135,US,West Virginia University Institute of Technology
9136,US,West Virginia Wesleyan College
9137,US,Westwood College
9138,US,Wheaton College Massachusetts
9139,US,Wheeling Jesuit University
9140,US,Wheelock College
9141,US,Whitman College
9142,US,Whittier College
9143,US,Whitworth College
9144,US,Wichita State University
9145,US,Widener University
9146,US,Wilberforce University
9147,US,Wilbur Wright College
9148,US,Wiley College
9149,US,Wilkes University
9150,US,Willamette University
9151,US,William Carey College
9152,US,William Jewell College
9153,US,William Mitchell College of Law
9154,US,William Paterson University
9155,US,William Penn College
9156,US,Williams Baptist College
9157,US,Williams College
9158,US,William Tyndale College
9159,US,William Woods University
9160,US,Wilmington College
9161,US,Wilmington College
9162,US,Wilson College
9163,US,Wingate University
9164,US,Winona State University
9165,US,Winston-Salem State University
9166,US,Winthrop University
9167,US,Wisconsin Lutheran College
9168,US,Wisconsin School of Professional Psychology
9169,US,Wittenberg University
9170,US,Wofford College
9171,US,Woodbury University
9172,US,Worcester Polytechnic Institute
9173,US,Worcester State College
9174,US,Wright Institute
9175,US,Wright State University
9176,US,Xavier University
9177,US,Xavier University of Louisiana
9178,US,Yale University
9179,US,Yeshiva University
9180,US,York College Nebraska
9181,US,York College of Pennsylvania
9182,US,Yorker International University
9183,US,York University
9184,US,Youngstown State University
9185,UY,Insituto Universitario - Centro Latinoamericano de Economia Humana - IU Claeh
9186,UY,Universidad Católica del Uruguay
9187,UY,Universidad de la Empresa (UDE)
9188,UY,Universidad de la República
9189,UY,Universidad de Montevideo
9190,UY,Universidad ORT Uruguay
9191,UZ,Ferghana Politechnical Institute
9192,UZ,International Business School Kelajak ILMI
9193,UZ,Kokand State Pedagogical Institute
9194,UZ,"Management Development Institute of Singapore, Tashkent"
9195,UZ,National University of Uzbekistan
9196,UZ,Nukus State Teachers Training Institute
9197,UZ,Samarkand State University
9198,UZ,Tashkent Automobile and Roads Institute
9199,UZ,Tashkent Institute of Irrigation and Melioration
9200,UZ,Tashkent Islam University
9201,UZ,Tashkent Medical Academy
9202,UZ,Tashkent Pharmaceutical Institute
9203,UZ,Tashkent School of Finance
9204,UZ,Tashkent State Agrarian University
9205,UZ,Tashkent State Technical University
9206,UZ,Tashkent State University of Economics
9207,UZ,Tashkent State University of Oriental Studies
9208,UZ,Tashkent University of Information Technologies
9209,UZ,Turin Polytechnic University In Tashkent
9210,UZ,University of World Economy and Diplomacy
9211,UZ,Uzbek State World Languages University
9212,UZ,Westminster International University in Tashkent
9213,VA,Athenaeum Pontificium Regina Apostolorum
9214,VA,Pontifcia Università Gregoriana
9215,VA,Pontifcia Universitas a S.Thomas Aquinate in Urbe
9216,VA,Pontifcia Universitas Lateranensis
9217,VA,Pontifcia Università Urbaniana
9218,VA,Università Pontifcia Salesiana
9219,VC,Trinity University School of Medicine
9220,VE,Universidad Bicentenaria de Aragua
9221,VE,Universidad Bolivariana de Venezuela
9222,VE,Universidad Católica Andres Bello
9223,VE,Universidad Católica Cecilio Acosta
9224,VE,Universidad Católica del Táchira
9225,VE,Universidad Central de Venezuela
9226,VE,Universidad Centro Occidental Lisandro Alvarado
9227,VE,Universidad de Carabobo
9228,VE,Universidad de Los Andes
9229,VE,Universidad del Zulia
9230,VE,Universidad de Oriente
9231,VE,Universidad Dr. Rafael Belloso Chacín
9232,VE,Universidad Fermin Toro
9233,VE,Universidad Gran Mariscal de Ayacucho
9234,VE,Universidad José Antonio Páez
9235,VE,Universidad José Maria Vargas
9236,VE,Universidad Metropolitana
9237,VE,Universidad Monteávila
9238,VE,Universidad Nacional Abierta
9239,VE,Universidad Nacional Experimental de Guayana
9240,VE,Universidad Nacional Experimental de la Fuerza Armada
9241,VE,"Universidad Nacional Experimental de los Llanos Occidentales ""Ezequiel Zamora"""
9242,VE,Universidad Nacional Experimental del Táchira
9243,VE,"Universidad Nacional Experimental ""Francisco de Miranda"""
9244,VE,"Universidad Nacional Experimental Politécnica ""Antonio José de Sucre"""
9245,VE,"Universidad Nacional Experimental ""Rafael Maria Baralt"""
9246,VE,Universidad Nacional Experimental Romulo Gallegos
9247,VE,"Universidad Nacional Experimental ""Simón Rodriguez"""
9248,VE,"Universidad Nacional Experimental Sur del Lago ""Jesús Maria Semprum"""
9249,VE,Universidad Nueva Esparta
9250,VE,Universidad Pedagógica Experimental Libertador
9251,VE,Universidad Rafael Urdaneta
9252,VE,Universidad Santa Maria Caracas
9253,VE,Universidad Simón Bolivar
9254,VE,Universidad Tecnológica del Centro
9255,VE,Universidad Valle del Momboy
9256,VE,Universidad Yacambu
9257,VI,University of the Virgin Islands
9258,VN,Banking University of Ho Chi Minh City
9259,VN,Binh Duong University
9260,VN,Can-Tho University
9261,VN,Danang College Of Technology
9262,VN,Foreign Trade University
9263,VN,FPT University
9264,VN,Hai Duong University
9265,VN,Hanoi Medical University
9266,VN,Hanoi National Economics University
9267,VN,Hanoi Open University
9268,VN,Hanoi University of Architecture
9269,VN,Hanoi University of Civil Engineering
9270,VN,Hanoi University of Mining and Geology
9271,VN,Hanoi University of Science
9272,VN,Hanoi University of Science & Technology
9273,VN,Ho Chi Minh City Open University
9274,VN,Ho Chi Minh City University of Agriculture and Forestry
9275,VN,Ho Chi Minh City University of Architecture
9276,VN,Ho Chi Minh City University of Economics
9277,VN,Ho Chi Minh City University of Foreign Languages and Information Technology
9278,VN,Ho Chi Minh City University of Law
9279,VN,Ho Chi Minh City University of Medicine and Pharmacy
9280,VN,Ho Chi Minh City University of Natural Sciences
9281,VN,Ho Chi Minh City University of Pedagogics
9282,VN,Ho Chi Minh City University of Social Sciences and Humanities
9283,VN,Ho Chi Minh City University of Technology
9284,VN,Ho Chi Minh City University of Transport
9285,VN,Hong Bang University International
9286,VN,Hue University
9287,VN,Hue University of Agriculture and Forestry
9288,VN,Institute of Finance
9289,VN,Posts & Telecommunications Institute of Technology
9290,VN,RMIT International University Vietnam
9291,VN,Saigon University
9292,VN,Tay Nguyen University
9293,VN,Thainguyen University of Agriculture and Forestry
9294,VN,University of Da Lat
9295,VN,University of Da Nang
9296,VN,University of Technical Education Ho Chi Minh City
